,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,위도,경도
716,광산구,월곡동,한성1차아파트,광주광역시 광산구 월곡산정로 108,062-951-7958,정문 경비실,35.1655359861519,126.81530942013
717,광산구,월곡동,한성2차아파트,광주광역시 광산구 월곡산정로 96-21,062-952-6448,관리사무소,35.1643952859799,126.813113555765
718,광산구,도천동,중흥파크멘션2단지,광주광역시 광산구 비아로62번길 12,062-953-2399,관리사무소,35.2198745774554,126.819414825271
719,광산구,월계동,첨단두산1차,광주광역시 광산구 월계로 117-21,062-973-1777,관리사무소,35.2153685185787,126.838129347507
720,광산구,월계동,첨단선경아파트,광주광역시 광산구 첨단중앙로181번길 42-25,062-971-5873,관리사무소,35.2214102164062,126.83403219168
721,광산구,소촌동,소촌모아1차아파트,광주광역시 광산구 소촌로86번길 17,062-945-9799,관리사무소,35.1523997729631,126.794592670218
722,광산구,산정동,부영애시앙1차,광주광역시 광산구 목련로 42,062-953-1311,관리사무소,35.1723960619306,126.802197351514
723,광산구,신가동,아름마을휴먼시아1단지,광주광역시 광산구 수등로123번길 70,062-962-6776,관리사무소,35.1865813954091,126.824472885851
724,광산구,신가동,신가도시공사,광주광역시 광산구 수등로258번길 13,062-452-1212,관리사무소,35.1828360278774,126.837544702089
725,북구,양산동,GS그린자이2차아파트,광주광역시 북구 양산택지로34번길 22 정문경비실,062-572-5070,정문경비실,35.2094036658721,126.882524209696
726,북구,신용동,첨단2중흥S클레스아파트,광주광역시 북구 첨단연신로 217 관리동,062-575-0104,관리동,35.2103057025188,126.859245970738
727,북구,용봉동,용봉한화꿈에그린아파트,광주광역시 북구 용주로30번길 60 관리사무소,062-513-2800,관리사무소,35.1802572339385,126.904137269963
728,북구,문흥동,중흥2차아파트,광주광역시 북구 문산로 30 관리동,062-268-0038,관리동,35.1840576800583,126.922620825105
729,북구,삼각동,일곡엘리체프라임아파트,광주광역시 북구 설죽로 419 관리동,062-571-0035,관리동,35.1968153751512,126.898795598138
730,북구,연제동,연제1차대주피오레아파트,광주광역시 북구 양일로 70 관리동,062-575-3056,관리동,35.1967824263501,126.871386136206
731,북구,양산동,양산호반리젠시빌2차아파트,광주광역시 북구 양산로71번길 33 관리동,062-575-3737,관리동,35.212151927388,126.882010212615
732,북구,문흥동,문흥현대아파트,광주광역시 북구 대천로 195 관리동,062-263-0099,문흥현대아파트 관리동,35.191559128869,126.924348877942
733,광산구,송정동,송광중학교,광주광역시 광산구 송정로 74 송광중학교,062-949-6466,중앙현관 엘리베이터 앞,35.1334029391088,126.797949147736
734,동구,계림동,홈플러스광주계림점,광주광역시 동구 무등로 314,062-530-8126,1층 고객선테 앞,35.1614388338932,126.916639741922
735,서구,쌍촌동,쌍촌일신아파트,광주광역시 서구 월드컵4강로 137 쌍촌 일신아파트,062-381-9918,제3초소 경비실(105동 경비실),35.147857819229,126.867263813334
736,광산구,수완동,수완현진에버빌1단지,광주광역시 광산구 장덕로 138,062-953-1168,관리사무소 2층,35.196138925575,126.823252701773
737,광산구,장덕동,수완현진2차아파트,광주광역시 광산구 풍영로169번길 46,062-953-3027,휘트니센터 옆 기둥,35.1885607677753,126.810880667747
738,광산구,소촌동,어룡초등학교,"광주광역시 광산구 소촌로 122', ' 어룡초등학교 (소촌동)",062-949-2604,2층 강당 입구,35.1551258516602,126.793432011503
739,동구,지산동,행복나래요양원,광주광역시 동구 지산2동 309-16,062-223-0134,1층 생활관 복도,35.1500915480894,126.939089346354
740,서구,세하동,서창보건진료소,광주광역시 서구 눌재로 412,062-350-4480,1층,35.1144997489722,126.830290559787
741,광산구,우산동,어등하이빌아파트,광주광역시 광산구 사암로215번길 16 어등하이빌,062-952-3015,101동 1문 경비실,35.1641280958171,126.808193727462
742,광산구,산월동,첨단부영2차아파트,광주광역시 광산구 첨단중앙로68번길 22 첨단부영2차아파트,062-971-7783,첨단부영2차아파트 2경비실 내부,35.2111323714679,126.84363135857
743,광산구,신가동,신창부영7차아파트관리사무소,광주광역시 광산구 신창로35번길 54 (신가동) 신창7차부영사랑으로아파트,062-962-8599,경비실,35.1901446427264,126.833221256384
744,동구,학동,전남대학교병원,광주광역시 동구 제봉로 42 (학동),062-220-6019,응급의료센타 1층 당직실,35.1420141967739,126.921984240113
745,광산구,옥동,광주도시철도공사옥동기지,광주광역시 광산구 연산로 288,062-604-8000,옥동기지 1층 복도,35.1213973512976,126.76095548191
749,서구,마륵동,광주광역시도시철도공사본사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,광주광역시도시철도공사 본사 1층,35.1454973036399,126.847766048602
750,광산구,송정동,광주도시철도공사광주송정역,광주광역시 광산구 상무대로 201,062-604-8000,매표소근처대합실,35.1372122528195,126.79066201909
751,광산구,운남동,운남목련마을5단지아파트,광주광역시 광산구 하남대로 248-10 운남목련마을5단지아파트,062-951-2586,관리사무소 1층,35.1790618405887,126.818899574341
752,서구,쌍촌동,광주도시철도공사쌍촌역,광주광역시 서구 상무대로 지하 983 지하(쌍촌역),6048511,고객안내센터 앞(지하1층),35.151580188105,126.869607537741
753,서구,양동,광주도시철도공사양동시장역,광주광역시 서구 경열로 지하 152 (양동역),6048471,고객안내센터앞,35.1544331628163,126.901464653661
754,서구,마륵동,한국도시철도공사김대중컨벤션센터역,광주광역시 서구 상무대로 지하 705 (마륵동),6048541,고객안내센터 앞,35.1431559404159,126.841380236714
755,서구,화정동,광주도시철도공사화정역,광주광역시 서구 상무대로 1041 (화정동),6048501,고객안내센터 앞(지하2층),35.1522004173219,126.875787703504
756,남구,구동,광주공원노인복지관,광주광역시 남구 서오층석탑2길 17 (구동),062-671-3370,1층복도,35.1474753209989,126.907921059332
757,서구,쌍촌동,광주도시철도공사운천역,광주광역시 서구 상무대로 지하 883 (쌍촌동),6048521,지하2층 고객안전센터 앞,35.150512363307,126.858688790576
758,서구,농성동,한국도시철도공사돌고개역,광주광역시 서구 경열로 지하 87 (농성동),6048481,지하2층 고객안내센터 앞,35.1517787381497,126.89501444831
759,서구,농성동,한국도시철도공사농성역,광주광역시 서구 상무대로 지하 1123 (농성동),6048491,농성역대합실(고객안내센터앞),35.1534714075901,126.883858099256
760,남구,주월동,광주광역시남구청,광주광역시 남구 봉선로 1 (주월동),062-607-3210,광주광역시 남구청 민원봉사과,35.1329064682079,126.902447908848
762,동구,학동,전남대학교병원,"광주광역시 동구 제봉로 42', ' 전남대학교병원 (학동)",062-220-5110,71서 1486 구급차,35.1420141967739,126.921984240113
763,서구,풍암동,풍암우미광장아파트,"광주광역시 서구 풍암순환로 183 (풍암동', ' 우미광장아파트)",6810456,1층 관리동 현관입구,35.1262690914609,126.880314854074
764,서구,농성동,농성동성당,광주광역시 서구 화정로294번길 5-36 (농성동),3667004,1층사무실,35.1494219580165,126.889547444081
765,동구,학동,삼익세라믹아파트,광주광역시 동구 남문로 676 관리사무소,062-232-0302,삼익세라믹아파트 관리사무소 현관,35.1305160216885,126.930527952768
766,광산구,신창동,신창도시공사아파트관리사무소,광주광역시 광산구 왕버들로252번길 46,9559909,관리사무소,35.1953280398639,126.834062417682
767,북구,매곡동,국립광주박물관,광주광역시 북구 하서로 110 (국립광주박물관),062-570-7000,전시관 안내데스크,35.1896565755909,126.88395145401
768,서구,쌍촌동,광천청소년문화의집,광주광역시 서구 칠성로43번길 11 (쌍촌동),7143177,4층복도,35.1674834400292,126.86222895882
769,서구,치평동,상무에스케이뷰아파트,"광주광역시 서구 마륵복개로 140 (치평동', ' 상무에스케이뷰)",3827474,102동 지하1층 관리사무소 앞,35.1476805824813,126.851840932095
770,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,1층,35.1467770575479,126.840480480885
771,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,4층 컨벤션홀 로비,35.1467770575479,126.840480480885
772,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제2경비실,35.1206861902671,126.878203201228
773,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제1경비실,35.1206861902671,126.878203201228
774,서구,화정동,화정동현대아파트,"광주광역시 서구 화운로175번길 15 (화정동', ' 현대아파트)",3742935,경비실 2초소내,35.1535951911416,126.874137269439
775,서구,금호동,금호시영1단지아파트,"광주광역시 서구 운천로 41 (금호동', ' 금호시영1단지 아파트)",3715576,"광주광역시 서구 운천로 41(금호동', ' 금호시영1단지아파트)",35.1373417962899,126.858329594127
776,광산구,신창동,신창도시공사아파트관리사무소,광주광역시 광산구 왕버들로252번길 46,9559909,신창도시공사아파트 관리사무소,35.1953280398639,126.834062417682
777,동구,월남동,월남호반베르디움1차아파트,광주광역시 동구 남문로 377 관리사무소,062-222-5991,아파트관리사무소,35.1051265357819,126.937139626095
778,북구,일곡동,숭일고등학교,"광주광역시 북구 모룡대길 40 (일곡동', ' 숭일고등학교)",062-608-0599,보건실 입구,35.2178134826568,126.896906409545
779,동구,산수동,두암타운아파트,"광주광역시 동구 밤실로 147 (산수동', ' 두암타운)",062-266-3784,108동 경비실,35.161232975781,126.934902080165
780,북구,중흥동,늘푸른요양병원,"광주광역시 북구 우치로 20 (중흥동', '늘푸른요양병원)",062-521-6500,1층 정문,35.1693307319242,126.911135844434
781,동구,운림동,광주학운초등학교,광주광역시 동구 의재로 181 광주학운초등학교,062-220-1779,광주학운초등학교 본관 1층 중앙로비,35.133270956286,126.947152792789
782,광산구,소촌동,정광중학교,광주광역시 광산구 소촌로 90-36 정광중학교,062-949-5502,정광중학교,35.1551428697056,126.796028556336
783,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,원효분소 내(휴대용),35.1439030089947,126.989013592794
784,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,풍암탐방지원센터 내(출입구 맞은편),35.1439030089947,126.989013592794
785,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,청풍탐방지원센터 내(출입구 좌측),35.1439030089947,126.989013592794
786,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,증심탐방지원센터 내 (운림동 104-1),35.1308003767146,126.94833320012
787,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실,35.1308003767146,126.94833320012
788,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실 내(휴대용),35.1308003767146,126.94833320012
789,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,목교지킴터 내(출입구 우측) 용연동 산 354-1,35.1308003767146,126.94833320012
790,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,장불재탐방지원센터 내(용연동 산 354-5),35.1308003767146,126.94833320012
